order_id,customer_id,order_date,offer_type,channel,revenue,cost,status
ORD_175,CUST_636,2024-09-09,Add-on,LinkedIn,919.6,291.21,Completed
ORD_176,CUST_1325,2024-07-20,Pro Plan,Google Search,112.39,47.77,Completed
ORD_177,CUST_777,2024-11-01,Basic Plan,Google Search,163.68,60.59,Completed
ORD_178,CUST_942,2025-03-13,Business Plan,LinkedIn,602.29,192.79,Completed
ORD_179,CUST_403,2024-05-01,Add-on,LinkedIn,202.73,45.2,Refunded
ORD_180,CUST_1262,2024-04-07,Basic Plan,LinkedIn,937.07,186.34,Completed
ORD_181,CUST_471,2024-10-20,Enterprise Plan,LinkedIn,1078.84,287.23,Completed
ORD_182,CUST_1212,2024-11-11,Basic Plan,Partnership,1016.71,170.41,Completed
ORD_183,CUST_666,2024-06-30,Basic Plan,Instagram,696.44,273.53,Completed
ORD_184,CUST_868,2024-07-27,Pro Plan,Partnership,363.21,128.67,Completed
ORD_185,CUST_792,2025-03-10,Basic Plan,Instagram,312.36,100.62,Completed
ORD_186,CUST_1046,2025-06-23,Basic Plan,Instagram,345.05,111.05,Completed
ORD_187,CUST_485,2024-11-27,Basic Plan,Google Search,253.89,105.31,Completed
ORD_188,CUST_777,2025-02-27,Business Plan,Google Search,952.86,193.79,Completed
ORD_189,CUST_1390,2024-03-06,Add-on,LinkedIn,310.67,78.97,Completed
ORD_190,CUST_1431,2024-11-29,Pro Plan,Instagram,834.72,333.85,Completed
ORD_191,CUST_94,2025-03-31,Pro Plan,Google Search,1162.4,355.01,Completed
ORD_192,CUST_1268,2025-04-06,Basic Plan,Google Search,607.88,171.77,Completed
ORD_193,CUST_71,2024-06-10,Basic Plan,Google Search,649.87,113.85,Completed
ORD_194,CUST_1189,2024-11-15,Pro Plan,Instagram,1190.29,362.25,Completed
ORD_195,CUST_73,2024-11-08,Pro Plan,Google Search,892.16,195.35,Completed
ORD_196,CUST_500,2024-04-03,Basic Plan,Google Search,989.18,152.86,Completed
ORD_197,CUST_764,2024-05-29,Business Plan,Google Search,371.35,128.04,Completed
ORD_198,CUST_516,2024-12-10,Business Plan,Partnership,1050.9,370.75,Completed
ORD_199,CUST_744,2025-05-11,Enterprise Plan,LinkedIn,1105.3,382.45,Completed
ORD_200,CUST_783,2024-06-02,Business Plan,LinkedIn,816.81,305.78,Completed
ORD_201,CUST_990,2024-01-01,Basic Plan,Instagram,1101.34,484.35,Completed
ORD_202,CUST_432,2024-09-13,Basic Plan,Partnership,899.2,380.96,Completed
ORD_203,CUST_796,2024-08-23,Basic Plan,LinkedIn,1168.03,415.9,Completed
ORD_204,CUST_647,2024-09-25,Business Plan,LinkedIn,423.42,126.51,Completed
ORD_205,CUST_477,2024-12-01,Pro Plan,Partnership,321.63,56.96,Cancelled
ORD_206,CUST_927,2024-08-05,Basic Plan,LinkedIn,999.69,351.81,Completed
ORD_207,CUST_703,2024-09-10,Pro Plan,Partnership,944.31,307.0,Completed
ORD_208,CUST_1248,2024-07-21,Pro Plan,LinkedIn,975.23,277.67,Completed
ORD_209,CUST_256,2024-12-24,Onboarding,LinkedIn,831.91,149.76,Refunded
ORD_210,CUST_1456,2024-10-15,Business Plan,Google Search,632.53,226.32,Refunded
ORD_211,CUST_600,2025-04-09,Onboarding,LinkedIn,669.57,127.6,Completed
ORD_212,CUST_389,2024-03-24,Basic Plan,Google Search,944.17,361.2,Refunded
ORD_213,CUST_1272,2024-01-02,Pro Plan,LinkedIn,708.21,292.93,Cancelled
ORD_214,CUST_509,2024-09-15,Basic Plan,Google Search,538.21,225.56,Completed
ORD_215,CUST_1153,2024-12-28,Basic Plan,LinkedIn,884.28,364.49,Completed
ORD_216,CUST_425,2025-03-16,Pro Plan,Referral,1169.86,295.77,Refunded
ORD_217,CUST_572,2025-05-04,Basic Plan,Instagram,947.29,381.28,Completed
ORD_218,CUST_1077,2025-03-15,Enterprise Plan,TikTok,1134.96,294.95,Completed
ORD_219,CUST_914,2024-05-04,Basic Plan,Instagram,27.17,7.53,Completed
ORD_220,CUST_405,2025-04-20,Business Plan,Google Search,820.95,261.99,Completed
ORD_221,CUST_880,2025-04-19,Basic Plan,LinkedIn,66.31,18.78,Cancelled
ORD_222,CUST_298,2024-11-08,Basic Plan,Google Search,26.1,7.56,Completed
ORD_223,CUST_49,2024-05-17,Add-on,LinkedIn,116.03,17.67,Completed
ORD_224,CUST_808,2024-06-07,Pro Plan,Google Search,1100.72,281.63,Completed
ORD_225,CUST_239,2024-02-23,Add-on,LinkedIn,90.89,13.88,Completed
ORD_226,CUST_1089,2025-03-17,Basic Plan,Google Search,965.23,413.85,Completed
ORD_227,CUST_1151,2024-09-01,Onboarding,LinkedIn,594.86,196.66,Completed
ORD_228,CUST_159,2024-02-18,Enterprise Plan,Instagram,212.63,90.59,Completed
ORD_229,CUST_25,2025-01-28,Basic Plan,Google Search,353.05,113.61,Completed
ORD_230,CUST_469,2024-08-19,Basic Plan,LinkedIn,314.04,128.0,Completed
ORD_231,CUST_273,2024-09-15,Basic Plan,LinkedIn,700.42,170.25,Completed
ORD_232,CUST_1183,2024-06-02,Premium Support,LinkedIn,214.2,67.2,Completed
ORD_233,CUST_75,2024-01-09,Business Plan,Partnership,634.92,108.62,Completed
ORD_234,CUST_1447,2025-02-25,Basic Plan,LinkedIn,1096.37,379.48,Completed
ORD_235,CUST_1260,2024-06-17,Business Plan,Partnership,1028.13,185.45,Completed
ORD_236,CUST_801,2024-08-06,Basic Plan,LinkedIn,827.57,223.38,Completed
ORD_237,CUST_1493,2024-03-15,Pro Plan,Google Search,403.52,151.75,Completed
ORD_238,CUST_1038,2025-02-14,Basic Plan,Google Search,706.83,288.3,Completed
ORD_239,CUST_444,2024-12-10,Business Plan,Event Walk-in,359.31,76.69,Refunded
ORD_240,CUST_941,2024-07-26,Basic Plan,LinkedIn,526.32,92.39,Completed
ORD_241,CUST_1120,2024-07-14,Basic Plan,LinkedIn,738.49,231.92,Completed
ORD_242,CUST_1070,2025-06-17,Pro Plan,Instagram,520.28,216.38,Completed
ORD_243,CUST_263,2025-05-08,Onboarding,LinkedIn,599.83,213.62,Cancelled
ORD_244,CUST_1174,2025-01-23,Pro Plan,Event Walk-in,642.8,127.42,Completed
ORD_245,CUST_244,2024-12-09,Basic Plan,LinkedIn,866.53,367.65,Completed
ORD_246,CUST_1005,2024-08-22,Pro Plan,Instagram,1072.75,226.12,Completed
ORD_247,CUST_1254,2024-05-29,Pro Plan,Instagram,93.14,21.47,Completed
ORD_248,CUST_1052,2025-01-19,Basic Plan,Partnership,1033.44,219.37,Completed
ORD_249,CUST_470,2025-04-15,Add-on,Partnership,908.36,149.61,Completed
ORD_250,CUST_670,2024-08-23,Pro Plan,Instagram,321.4,112.6,Completed
ORD_251,CUST_739,2025-05-10,Pro Plan,TikTok,282.8,89.62,Completed
ORD_252,CUST_1443,2024-03-29,Basic Plan,Google Search,894.14,157.52,Refunded
ORD_253,CUST_176,2024-07-01,Enterprise Plan,Partnership,1136.67,387.62,Refunded
ORD_254,CUST_1398,2024-10-21,Basic Plan,LinkedIn,902.75,291.89,Cancelled
ORD_255,CUST_883,2024-08-27,Basic Plan,Google Search,424.93,145.67,Completed
ORD_256,CUST_1357,2024-09-25,Enterprise Plan,Google Search,124.23,20.68,Completed
ORD_257,CUST_964,2025-03-01,Business Plan,Google Search,774.38,141.01,Refunded
ORD_258,CUST_210,2025-02-21,Onboarding,Google Search,335.89,123.79,Refunded
ORD_259,CUST_177,2025-04-25,Basic Plan,Google Search,964.35,146.86,Completed
ORD_260,CUST_447,2025-04-20,Add-on,LinkedIn,487.18,152.36,Completed
ORD_261,CUST_1032,2024-11-12,Basic Plan,Instagram,365.18,157.13,Completed
ORD_262,CUST_937,2024-06-02,Enterprise Plan,Partnership,468.54,118.7,Completed
ORD_263,CUST_1054,2024-12-29,Business Plan,LinkedIn,110.77,17.44,Refunded
ORD_264,CUST_738,2024-04-22,Basic Plan,Instagram,940.67,203.88,Completed
ORD_265,CUST_951,2025-04-26,Business Plan,LinkedIn,221.88,36.27,Completed
ORD_266,CUST_135,2024-08-19,Basic Plan,Instagram,157.15,57.07,Completed
ORD_267,CUST_1366,2024-08-15,Basic Plan,Partnership,908.06,359.79,Completed
ORD_268,CUST_688,2024-01-17,Business Plan,Google Search,392.33,155.07,Completed
ORD_269,CUST_850,2024-12-01,Basic Plan,Google Search,218.96,81.78,Completed
ORD_270,CUST_631,2024-03-07,Basic Plan,Google Search,1180.62,298.23,Completed
ORD_271,CUST_467,2024-01-15,Basic Plan,LinkedIn,348.48,156.06,Refunded
ORD_272,CUST_209,2024-11-09,Basic Plan,LinkedIn,239.83,58.83,Completed
ORD_273,CUST_1052,2024-04-15,Pro Plan,Partnership,619.19,277.1,Completed
ORD_274,CUST_23,2024-07-09,Business Plan,TikTok,280.25,112.45,Completed
ORD_275,CUST_253,2024-08-19,Business Plan,Google Search,1134.46,413.62,Completed
ORD_276,CUST_951,2025-01-14,Basic Plan,LinkedIn,90.43,16.58,Refunded
ORD_277,CUST_68,2024-04-17,Pro Plan,Google Search,463.78,76.79,Completed
ORD_278,CUST_54,2024-06-20,Enterprise Plan,Referral,370.83,115.5,Completed
ORD_279,CUST_1242,2025-03-05,Pro Plan,Google Search,1030.94,395.31,Refunded
ORD_280,CUST_19,2024-04-27,Business Plan,Partnership,791.44,300.49,Completed
ORD_281,CUST_352,2025-04-14,Pro Plan,Partnership,544.77,166.32,Completed
ORD_282,CUST_681,2024-03-26,Business Plan,Partnership,1103.52,448.04,Completed
ORD_283,CUST_1094,2025-03-16,Business Plan,LinkedIn,808.56,203.59,Completed
ORD_284,CUST_166,2025-02-17,Basic Plan,Google Search,719.08,260.41,Completed
ORD_285,CUST_793,2024-03-29,Business Plan,Instagram,416.86,139.89,Completed
ORD_286,CUST_266,2024-06-17,Business Plan,Google Search,586.53,101.31,Completed
ORD_287,CUST_136,2024-03-22,Pro Plan,Google Search,394.37,166.13,Completed
ORD_288,CUST_876,2025-01-10,Basic Plan,Google Search,1138.48,227.2,Completed
ORD_289,CUST_1426,2024-07-25,Basic Plan,LinkedIn,273.73,43.18,Completed
ORD_290,CUST_1267,2024-11-06,Business Plan,Google Search,384.13,75.07,Completed
ORD_291,CUST_1495,2025-05-03,Pro Plan,Google Search,147.96,51.5,Completed
ORD_292,CUST_782,2025-02-05,Business Plan,Event Walk-in,1092.9,270.55,Completed
ORD_293,CUST_844,2024-01-29,Basic Plan,Instagram,452.73,140.53,Completed
ORD_294,CUST_239,2025-02-14,Pro Plan,LinkedIn,215.78,70.32,Completed
ORD_295,CUST_218,2025-03-21,Basic Plan,Event Walk-in,167.09,47.2,Completed
ORD_296,CUST_1499,2024-07-14,Basic Plan,LinkedIn,241.28,59.97,Completed
ORD_297,CUST_1176,2025-06-12,Basic Plan,Partnership,612.56,118.62,Cancelled
ORD_298,CUST_1006,2024-12-17,Basic Plan,Partnership,29.56,10.1,Completed
ORD_299,CUST_342,2024-10-06,Enterprise Plan,Google Search,892.5,146.75,Completed
ORD_300,CUST_1091,2024-04-01,Pro Plan,Partnership,1155.34,371.81,Completed
ORD_301,CUST_166,2025-06-02,Business Plan,Google Search,514.09,168.32,Completed
ORD_302,CUST_243,2024-02-19,Enterprise Plan,Event Walk-in,373.15,102.22,Completed
ORD_303,CUST_474,2024-07-07,Basic Plan,LinkedIn,805.96,165.5,Completed
ORD_304,CUST_1404,2025-04-07,Basic Plan,Google Search,589.57,195.03,Completed
ORD_305,CUST_751,2024-03-19,Business Plan,Referral,638.39,150.5,Completed
ORD_306,CUST_611,2024-06-02,Business Plan,Partnership,1197.31,253.02,Refunded
ORD_307,CUST_1391,2025-02-28,Business Plan,Google Search,76.29,27.47,Cancelled
ORD_308,CUST_701,2024-09-26,Basic Plan,Google Search,36.18,6.15,Completed
ORD_309,CUST_856,2024-03-12,Onboarding,Instagram,639.51,137.8,Completed
ORD_310,CUST_570,2024-01-24,Pro Plan,LinkedIn,510.25,168.25,Completed
ORD_311,CUST_39,2024-11-27,Business Plan,LinkedIn,890.6,276.1,Completed
ORD_312,CUST_1406,2024-08-28,Pro Plan,Google Search,639.04,106.36,Refunded
ORD_313,CUST_34,2024-03-01,Pro Plan,LinkedIn,457.9,83.51,Completed
ORD_314,CUST_910,2025-06-18,Onboarding,LinkedIn,727.92,254.11,Completed
