order_id,customer_id,order_date,offer_type,channel,revenue,cost,status
ORD_40,CUST_1492,2024-06-06,Premium Box,TikTok,196.34,141.44,Completed
ORD_41,CUST_984,2025-03-20,Beauty,Google Search,259.88,101.05,Completed
ORD_42,CUST_920,2024-02-27,Premium Box,Google Search,168.82,81.86,Completed
ORD_43,CUST_1291,2025-04-12,Gift Card,Partnership,649.2,438.51,Cancelled
ORD_44,CUST_15,2025-02-27,Premium Box,Instagram,549.83,220.36,Completed
ORD_45,CUST_883,2024-08-22,Gift Card,Partnership,519.29,325.34,Completed
ORD_46,CUST_342,2024-03-18,Limited Collection,TikTok,225.06,152.25,Cancelled
ORD_47,CUST_504,2024-02-16,Accessories,Event Walk-in,449.48,234.26,Completed
ORD_48,CUST_1356,2025-03-24,Accessories,Instagram,581.8,266.5,Refunded
ORD_49,CUST_417,2025-05-28,Subscription Box,LinkedIn,536.34,214.96,Completed
ORD_50,CUST_703,2024-08-21,Beauty,Instagram,571.6,369.39,Completed
ORD_51,CUST_381,2024-08-08,Gift Card,Google Search,123.34,47.43,Completed
ORD_52,CUST_399,2024-02-13,Gift Card,Referral,622.99,334.61,Completed
ORD_53,CUST_745,2024-09-19,Beauty,Partnership,535.43,297.67,Completed
ORD_54,CUST_116,2024-02-26,Gift Card,Google Search,559.29,365.04,Completed
ORD_55,CUST_53,2024-06-04,Accessories,LinkedIn,59.79,26.65,Cancelled
ORD_56,CUST_1348,2025-04-28,Premium Box,LinkedIn,94.74,36.87,Completed
ORD_57,CUST_520,2024-12-24,Fashion,Partnership,536.61,310.81,Completed
ORD_58,CUST_999,2024-10-07,Subscription Box,Partnership,431.68,251.26,Completed
ORD_59,CUST_1231,2025-02-22,Subscription Box,Partnership,474.31,167.6,Completed
ORD_60,CUST_1278,2024-08-04,Beauty,Referral,497.01,361.78,Completed
ORD_61,CUST_964,2024-01-22,Premium Box,Google Search,395.84,152.36,Completed
ORD_62,CUST_806,2025-01-08,Premium Box,Referral,542.45,273.25,Completed
ORD_63,CUST_1007,2025-04-23,Premium Box,TikTok,516.46,196.97,Completed
ORD_64,CUST_1366,2024-12-22,Premium Box,Google Search,389.55,276.78,Completed
ORD_65,CUST_792,2025-02-10,Gift Card,TikTok,491.21,198.86,Completed
ORD_66,CUST_1462,2024-11-26,Fashion,Referral,537.73,391.66,Completed
ORD_67,CUST_1484,2024-05-23,Limited Collection,Instagram,19.86,14.45,Refunded
ORD_68,CUST_1043,2024-11-02,Subscription Box,Partnership,214.46,107.98,Completed
ORD_69,CUST_1018,2024-12-29,Limited Collection,Event Walk-in,696.48,431.91,Completed
ORD_70,CUST_1033,2024-01-09,Fashion,Referral,367.06,193.87,Completed
ORD_71,CUST_602,2025-06-07,Premium Box,Google Search,177.83,121.22,Completed
ORD_72,CUST_909,2024-06-13,Subscription Box,Google Search,629.63,237.27,Completed
ORD_73,CUST_1420,2024-10-01,Gift Card,Referral,71.05,24.96,Completed
ORD_74,CUST_801,2024-11-16,Gift Card,Event Walk-in,696.08,277.66,Completed
ORD_75,CUST_9,2024-11-30,Fashion,Partnership,348.42,218.83,Refunded
ORD_76,CUST_449,2024-01-30,Accessories,Instagram,636.78,276.49,Completed
ORD_77,CUST_166,2025-04-23,Gift Card,Referral,302.45,159.86,Completed
ORD_78,CUST_332,2025-05-14,Accessories,LinkedIn,166.85,118.32,Completed
ORD_79,CUST_1478,2024-10-20,Subscription Box,Instagram,243.02,143.41,Completed
ORD_80,CUST_884,2025-01-25,Subscription Box,Google Search,241.2,146.7,Completed
ORD_81,CUST_1144,2025-02-05,Fashion,LinkedIn,504.88,285.97,Completed
ORD_82,CUST_207,2025-05-14,Premium Box,Event Walk-in,523.13,381.56,Completed
ORD_83,CUST_1032,2025-03-31,Premium Box,Referral,30.14,13.9,Completed
ORD_84,CUST_939,2024-06-13,Beauty,TikTok,590.54,230.35,Completed
ORD_85,CUST_420,2024-11-10,Subscription Box,LinkedIn,536.96,241.5,Refunded
ORD_86,CUST_1456,2024-03-27,Subscription Box,Event Walk-in,169.18,70.65,Cancelled
ORD_87,CUST_1498,2024-09-04,Beauty,Referral,115.63,41.23,Refunded
ORD_88,CUST_392,2024-01-11,Beauty,TikTok,51.62,23.21,Completed
ORD_89,CUST_1022,2024-05-19,Premium Box,Partnership,40.95,18.5,Completed
ORD_90,CUST_705,2024-03-02,Subscription Box,Event Walk-in,265.66,183.85,Completed
ORD_91,CUST_1484,2025-03-05,Subscription Box,Instagram,168.78,94.51,Refunded
ORD_92,CUST_187,2025-04-26,Subscription Box,TikTok,385.59,175.99,Refunded
ORD_93,CUST_135,2025-03-23,Gift Card,TikTok,490.24,353.64,Completed
ORD_94,CUST_982,2024-02-09,Accessories,TikTok,595.43,343.15,Completed
ORD_95,CUST_876,2025-01-01,Beauty,TikTok,623.79,451.26,Refunded
ORD_96,CUST_40,2025-01-21,Gift Card,Google Search,125.37,58.58,Completed
ORD_97,CUST_310,2024-01-11,Fashion,Event Walk-in,680.98,467.09,Refunded
ORD_98,CUST_1049,2025-06-12,Subscription Box,Google Search,169.01,104.14,Completed
ORD_99,CUST_1151,2024-02-08,Premium Box,Event Walk-in,457.5,300.31,Completed
ORD_100,CUST_274,2024-01-07,Fashion,TikTok,76.29,44.54,Completed
ORD_101,CUST_1199,2024-03-23,Accessories,Event Walk-in,691.66,332.33,Completed
ORD_102,CUST_370,2024-12-20,Limited Collection,Referral,672.3,434.37,Completed
ORD_103,CUST_719,2024-06-09,Subscription Box,Event Walk-in,410.36,183.54,Completed
ORD_104,CUST_794,2024-09-21,Accessories,Google Search,595.95,293.69,Completed
ORD_105,CUST_1050,2025-03-22,Accessories,Partnership,448.26,167.96,Completed
ORD_106,CUST_1020,2024-07-04,Beauty,TikTok,248.81,157.63,Completed
ORD_107,CUST_137,2024-11-12,Accessories,Partnership,538.07,306.89,Completed
ORD_108,CUST_46,2024-07-13,Limited Collection,Partnership,65.56,46.54,Completed
ORD_109,CUST_286,2025-01-17,Gift Card,Google Search,654.4,430.69,Completed
ORD_110,CUST_1489,2025-04-02,Premium Box,Google Search,592.46,301.06,Completed
ORD_111,CUST_141,2024-07-22,Beauty,Instagram,643.55,368.7,Refunded
ORD_112,CUST_1393,2024-09-01,Limited Collection,Google Search,152.72,64.67,Completed
ORD_113,CUST_346,2025-03-20,Limited Collection,Referral,44.72,21.13,Completed
ORD_114,CUST_1076,2024-02-12,Premium Box,LinkedIn,153.57,56.23,Completed
ORD_115,CUST_26,2025-03-21,Limited Collection,Referral,268.54,117.46,Completed
ORD_116,CUST_1001,2024-03-07,Fashion,Instagram,347.03,136.57,Completed
ORD_117,CUST_6,2024-08-01,Premium Box,LinkedIn,99.87,39.12,Refunded
ORD_118,CUST_169,2024-03-06,Subscription Box,Instagram,183.51,89.36,Completed
ORD_119,CUST_1139,2025-05-11,Accessories,Referral,560.07,268.57,Completed
ORD_120,CUST_368,2025-05-29,Gift Card,Partnership,336.22,146.31,Completed
ORD_121,CUST_508,2025-04-09,Subscription Box,Google Search,82.13,59.65,Completed
ORD_122,CUST_316,2024-01-26,Gift Card,Event Walk-in,302.83,143.67,Completed
ORD_123,CUST_1197,2024-08-22,Subscription Box,Google Search,420.52,186.99,Completed
ORD_124,CUST_1350,2024-03-11,Accessories,Event Walk-in,20.38,9.31,Completed
ORD_125,CUST_535,2025-03-27,Subscription Box,Google Search,649.16,424.65,Completed
ORD_126,CUST_690,2025-02-10,Beauty,Google Search,101.28,68.07,Completed
ORD_127,CUST_551,2024-08-28,Fashion,Partnership,184.88,124.06,Completed
ORD_128,CUST_1336,2024-07-10,Limited Collection,Event Walk-in,525.7,271.85,Completed
ORD_129,CUST_1492,2025-01-04,Beauty,TikTok,329.04,179.89,Completed
ORD_130,CUST_169,2025-01-02,Fashion,Instagram,226.96,149.02,Completed
ORD_131,CUST_415,2024-02-23,Limited Collection,Google Search,606.1,281.24,Refunded
ORD_132,CUST_37,2024-04-19,Limited Collection,Partnership,323.77,224.36,Completed
ORD_133,CUST_418,2025-02-22,Fashion,Event Walk-in,156.74,65.41,Completed
ORD_134,CUST_538,2024-12-28,Gift Card,Event Walk-in,120.76,73.93,Cancelled
ORD_135,CUST_648,2025-03-07,Accessories,Instagram,444.3,246.87,Completed
ORD_136,CUST_1053,2024-03-10,Limited Collection,LinkedIn,250.56,114.33,Cancelled
ORD_137,CUST_128,2024-10-05,Fashion,Referral,678.64,495.56,Completed
ORD_138,CUST_623,2024-09-04,Limited Collection,Referral,351.57,149.78,Refunded
ORD_139,CUST_1164,2025-03-14,Accessories,TikTok,678.39,384.4,Cancelled
ORD_140,CUST_1046,2025-04-15,Fashion,Partnership,282.37,128.41,Completed
ORD_141,CUST_894,2024-07-10,Premium Box,Event Walk-in,262.19,102.49,Completed
ORD_142,CUST_226,2024-02-22,Gift Card,Referral,636.34,390.45,Cancelled
ORD_143,CUST_73,2024-09-16,Limited Collection,Partnership,389.3,155.05,Completed
ORD_144,CUST_481,2025-06-26,Premium Box,Google Search,609.74,321.32,Completed
ORD_145,CUST_798,2025-02-12,Premium Box,Google Search,204.41,89.52,Completed
ORD_146,CUST_1374,2024-01-29,Subscription Box,TikTok,645.82,329.57,Completed
ORD_147,CUST_1255,2024-02-18,Subscription Box,Partnership,359.91,161.19,Completed
ORD_148,CUST_386,2024-01-07,Limited Collection,TikTok,598.23,399.44,Completed
ORD_149,CUST_833,2024-11-12,Accessories,Instagram,67.51,47.04,Completed
ORD_150,CUST_179,2024-04-20,Accessories,LinkedIn,93.78,50.22,Completed
ORD_151,CUST_209,2024-04-09,Beauty,LinkedIn,370.68,184.65,Completed
ORD_152,CUST_256,2024-08-14,Accessories,Referral,566.81,290.12,Completed
ORD_153,CUST_565,2025-02-08,Gift Card,Event Walk-in,108.62,78.3,Completed
ORD_154,CUST_602,2025-01-20,Premium Box,Google Search,562.9,370.34,Completed
ORD_155,CUST_785,2025-01-03,Fashion,TikTok,677.81,253.19,Cancelled
ORD_156,CUST_707,2024-01-22,Subscription Box,Referral,467.17,318.03,Completed
ORD_157,CUST_395,2025-01-04,Gift Card,TikTok,615.27,220.51,Completed
ORD_158,CUST_1126,2025-04-13,Premium Box,TikTok,293.55,206.95,Completed
ORD_159,CUST_618,2024-08-05,Subscription Box,LinkedIn,572.54,357.11,Completed
ORD_160,CUST_644,2024-09-11,Limited Collection,Referral,179.79,117.82,Completed
ORD_161,CUST_626,2024-11-11,Premium Box,Google Search,99.69,66.98,Completed
ORD_162,CUST_947,2025-04-17,Beauty,TikTok,345.1,199.37,Refunded
ORD_163,CUST_1217,2024-02-12,Gift Card,Event Walk-in,580.82,397.91,Completed
ORD_164,CUST_59,2024-06-05,Fashion,LinkedIn,488.81,264.02,Completed
ORD_165,CUST_625,2025-01-31,Subscription Box,Partnership,221.14,90.69,Completed
ORD_166,CUST_105,2024-05-07,Fashion,Partnership,483.47,332.16,Completed
ORD_167,CUST_1458,2025-03-08,Subscription Box,Event Walk-in,275.61,114.34,Completed
ORD_168,CUST_440,2024-03-13,Subscription Box,LinkedIn,627.41,272.23,Completed
ORD_169,CUST_1024,2024-11-11,Beauty,Event Walk-in,197.95,96.96,Completed
ORD_170,CUST_968,2024-08-21,Beauty,TikTok,675.6,441.92,Completed
ORD_171,CUST_322,2024-03-17,Subscription Box,Instagram,693.64,345.03,Completed
ORD_172,CUST_185,2024-02-20,Beauty,Referral,117.42,55.08,Completed
ORD_173,CUST_652,2025-03-02,Subscription Box,Instagram,415.51,290.63,Completed
ORD_174,CUST_815,2024-08-28,Premium Box,TikTok,60.25,32.32,Completed
ORD_175,CUST_214,2024-04-21,Subscription Box,Partnership,280.83,126.37,Completed
ORD_176,CUST_372,2024-09-12,Fashion,TikTok,184.83,122.07,Completed
ORD_177,CUST_128,2024-09-06,Fashion,Referral,203.83,114.61,Cancelled
ORD_178,CUST_1338,2025-01-13,Beauty,Google Search,150.63,97.65,Completed
ORD_179,CUST_950,2025-06-30,Subscription Box,Partnership,211.48,154.83,Completed
ORD_180,CUST_1282,2024-07-31,Accessories,Event Walk-in,42.04,30.45,Completed
ORD_181,CUST_1293,2024-07-19,Gift Card,Event Walk-in,180.72,73.74,Refunded
ORD_182,CUST_312,2025-06-11,Premium Box,Referral,60.14,39.47,Completed
ORD_183,CUST_833,2024-06-06,Subscription Box,Instagram,96.59,44.99,Completed
ORD_184,CUST_24,2024-11-23,Premium Box,Partnership,448.52,163.01,Cancelled
ORD_185,CUST_1456,2025-02-06,Premium Box,Event Walk-in,617.77,278.31,Completed
ORD_186,CUST_1018,2024-02-04,Gift Card,Event Walk-in,644.39,268.03,Completed
ORD_187,CUST_867,2024-12-07,Limited Collection,TikTok,370.14,171.85,Completed
ORD_188,CUST_160,2024-02-20,Gift Card,Instagram,138.38,69.54,Completed
ORD_189,CUST_731,2024-12-24,Gift Card,Partnership,373.02,262.09,Completed
ORD_190,CUST_139,2024-04-28,Accessories,Partnership,201.17,110.84,Completed
ORD_191,CUST_1351,2025-01-16,Subscription Box,Partnership,223.59,105.1,Refunded
ORD_192,CUST_847,2024-04-04,Subscription Box,Instagram,681.76,341.79,Completed
ORD_193,CUST_72,2024-08-14,Gift Card,Instagram,207.86,115.69,Completed
ORD_194,CUST_885,2024-12-07,Premium Box,Referral,473.95,184.13,Completed
ORD_195,CUST_995,2024-02-20,Premium Box,TikTok,193.31,128.55,Completed
ORD_196,CUST_781,2024-10-07,Limited Collection,Event Walk-in,681.36,487.92,Refunded
ORD_197,CUST_1409,2024-04-19,Subscription Box,Instagram,610.02,338.49,Completed
ORD_198,CUST_319,2025-06-27,Limited Collection,Event Walk-in,163.02,121.76,Refunded
ORD_199,CUST_344,2024-04-27,Accessories,TikTok,244.46,88.66,Completed
ORD_200,CUST_89,2024-04-26,Accessories,LinkedIn,169.46,74.69,Completed
ORD_201,CUST_1286,2025-02-20,Fashion,Instagram,547.17,334.96,Refunded
ORD_202,CUST_942,2024-12-15,Accessories,Partnership,256.68,180.62,Completed
ORD_203,CUST_1302,2024-04-05,Fashion,Instagram,92.09,45.51,Completed
ORD_204,CUST_135,2025-02-20,Accessories,TikTok,210.87,134.53,Completed
ORD_205,CUST_1049,2024-05-24,Premium Box,Google Search,656.4,369.62,Completed
ORD_206,CUST_782,2025-01-05,Accessories,Google Search,438.79,198.99,Refunded
ORD_207,CUST_835,2024-11-17,Gift Card,Google Search,26.49,17.24,Completed
ORD_208,CUST_406,2025-02-12,Beauty,LinkedIn,655.34,382.99,Completed
ORD_209,CUST_1156,2025-05-23,Premium Box,Google Search,597.52,414.0,Completed
ORD_210,CUST_1032,2024-12-26,Limited Collection,Referral,643.5,303.65,Completed
ORD_211,CUST_976,2024-06-21,Gift Card,TikTok,120.54,53.9,Completed
ORD_212,CUST_913,2024-10-15,Subscription Box,Google Search,62.8,38.86,Completed
ORD_213,CUST_130,2024-08-26,Subscription Box,TikTok,85.67,44.04,Completed
ORD_214,CUST_1497,2025-03-14,Beauty,LinkedIn,155.17,60.62,Completed
ORD_215,CUST_168,2025-03-15,Accessories,Event Walk-in,57.56,27.89,Completed
ORD_216,CUST_1288,2024-11-13,Limited Collection,Partnership,682.08,461.22,Completed
ORD_217,CUST_1341,2025-06-23,Gift Card,Instagram,398.18,202.22,Completed
ORD_218,CUST_336,2024-11-15,Premium Box,Instagram,110.24,65.57,Refunded
ORD_219,CUST_787,2025-06-13,Beauty,Event Walk-in,626.22,269.03,Completed
ORD_220,CUST_1332,2024-12-09,Limited Collection,Referral,519.92,318.32,Refunded
ORD_221,CUST_527,2025-01-18,Subscription Box,Google Search,437.66,298.06,Completed
ORD_222,CUST_817,2024-03-29,Gift Card,TikTok,125.42,64.64,Completed
ORD_223,CUST_732,2024-07-23,Fashion,LinkedIn,562.9,327.46,Completed
ORD_224,CUST_760,2024-07-20,Accessories,LinkedIn,603.52,446.48,Completed
ORD_225,CUST_777,2024-04-21,Premium Box,TikTok,488.38,226.4,Refunded
ORD_226,CUST_116,2024-06-16,Premium Box,Google Search,226.25,84.87,Completed
ORD_227,CUST_1167,2025-05-01,Beauty,TikTok,226.51,103.71,Completed
ORD_228,CUST_442,2025-04-12,Subscription Box,Google Search,70.58,28.06,Completed
ORD_229,CUST_352,2024-07-15,Premium Box,Instagram,104.63,72.75,Completed
ORD_230,CUST_103,2024-06-28,Beauty,Partnership,78.5,42.37,Completed
ORD_231,CUST_1096,2024-04-22,Premium Box,TikTok,168.27,125.72,Completed
ORD_232,CUST_706,2024-03-18,Limited Collection,TikTok,491.6,259.36,Completed
ORD_233,CUST_842,2025-02-21,Limited Collection,Partnership,596.51,395.47,Completed
ORD_234,CUST_599,2024-06-23,Accessories,LinkedIn,573.91,265.16,Completed
ORD_235,CUST_1263,2024-12-15,Gift Card,Partnership,85.12,54.36,Refunded
ORD_236,CUST_682,2024-10-06,Gift Card,Referral,330.39,159.37,Completed
ORD_237,CUST_17,2024-08-08,Gift Card,Referral,99.63,48.58,Completed
ORD_238,CUST_1064,2024-11-17,Gift Card,Instagram,240.46,91.45,Completed
ORD_239,CUST_578,2025-05-22,Accessories,LinkedIn,457.53,296.81,Completed
ORD_240,CUST_122,2025-04-03,Accessories,Instagram,219.82,111.09,Completed
ORD_241,CUST_611,2024-01-29,Subscription Box,TikTok,59.44,33.43,Completed
ORD_242,CUST_1460,2025-05-03,Beauty,Event Walk-in,365.28,266.28,Completed
ORD_243,CUST_957,2025-03-05,Fashion,TikTok,184.31,124.61,Completed
ORD_244,CUST_890,2024-12-21,Premium Box,Event Walk-in,214.73,86.35,Completed
ORD_245,CUST_1369,2025-05-11,Limited Collection,Event Walk-in,492.69,243.67,Completed
ORD_246,CUST_1236,2024-02-26,Premium Box,LinkedIn,184.79,111.45,Completed
ORD_247,CUST_258,2024-09-05,Gift Card,LinkedIn,524.29,196.32,Completed
ORD_248,CUST_609,2024-06-01,Accessories,Instagram,485.23,238.08,Completed
ORD_249,CUST_168,2025-06-02,Fashion,Event Walk-in,407.29,206.43,Completed
ORD_250,CUST_121,2024-09-23,Accessories,Instagram,409.87,306.86,Completed
ORD_251,CUST_82,2024-05-09,Accessories,TikTok,520.55,204.2,Completed
ORD_252,CUST_257,2024-05-12,Limited Collection,Google Search,437.51,271.25,Cancelled
ORD_253,CUST_915,2024-08-30,Accessories,Event Walk-in,589.18,382.36,Completed
ORD_254,CUST_1378,2024-01-07,Fashion,Partnership,341.52,129.58,Cancelled
ORD_255,CUST_70,2024-03-30,Gift Card,Partnership,30.52,20.69,Completed
ORD_256,CUST_533,2025-01-24,Accessories,Partnership,524.77,355.24,Completed
ORD_257,CUST_264,2024-04-30,Accessories,TikTok,312.2,223.6,Completed
ORD_258,CUST_576,2024-08-05,Beauty,Event Walk-in,96.55,50.02,Completed
ORD_259,CUST_1065,2024-12-23,Subscription Box,TikTok,485.41,337.99,Completed
ORD_260,CUST_1334,2024-04-08,Subscription Box,Partnership,576.53,244.82,Completed
ORD_261,CUST_634,2024-04-07,Accessories,Partnership,87.92,64.65,Completed
ORD_262,CUST_32,2024-04-21,Premium Box,Partnership,247.21,183.96,Completed
ORD_263,CUST_1125,2024-11-01,Fashion,LinkedIn,393.36,251.23,Completed
ORD_264,CUST_730,2025-04-30,Beauty,Instagram,646.06,439.01,Completed
ORD_265,CUST_955,2025-03-11,Limited Collection,Event Walk-in,367.94,176.08,Completed
ORD_266,CUST_387,2024-03-31,Beauty,TikTok,678.97,370.05,Completed
ORD_267,CUST_483,2025-05-18,Limited Collection,Referral,652.66,287.63,Completed
ORD_268,CUST_913,2024-01-06,Premium Box,Google Search,428.66,300.13,Completed
ORD_269,CUST_746,2025-01-18,Premium Box,Event Walk-in,157.36,57.66,Completed
ORD_270,CUST_162,2024-11-02,Accessories,Event Walk-in,445.88,182.06,Completed
ORD_271,CUST_89,2025-01-02,Fashion,LinkedIn,386.51,167.61,Completed
ORD_272,CUST_91,2025-01-02,Accessories,LinkedIn,190.53,139.32,Completed
ORD_273,CUST_1201,2024-07-12,Limited Collection,Partnership,691.66,276.0,Completed
ORD_274,CUST_1027,2024-08-05,Premium Box,Google Search,118.35,84.73,Completed
ORD_275,CUST_1299,2025-04-23,Beauty,LinkedIn,285.57,169.51,Completed
ORD_276,CUST_1424,2025-03-12,Gift Card,Instagram,507.01,344.73,Completed
ORD_277,CUST_892,2025-06-13,Fashion,Google Search,309.25,125.54,Completed
ORD_278,CUST_1232,2024-09-04,Limited Collection,Google Search,181.01,75.82,Completed
ORD_279,CUST_164,2024-03-11,Premium Box,TikTok,436.4,209.38,Completed
ORD_280,CUST_462,2024-11-14,Limited Collection,Instagram,61.1,33.75,Completed
ORD_281,CUST_636,2025-04-24,Gift Card,Referral,301.18,207.19,Completed
ORD_282,CUST_931,2024-07-19,Gift Card,LinkedIn,497.11,261.14,Refunded
ORD_283,CUST_633,2024-02-02,Premium Box,LinkedIn,291.41,157.11,Refunded
ORD_284,CUST_1017,2024-11-15,Gift Card,Referral,420.88,300.25,Refunded
ORD_285,CUST_888,2024-10-09,Accessories,LinkedIn,619.95,272.37,Completed
ORD_286,CUST_245,2024-08-29,Fashion,Event Walk-in,221.92,116.72,Completed
ORD_287,CUST_965,2025-01-21,Gift Card,Google Search,40.99,24.92,Completed
ORD_288,CUST_450,2025-01-01,Gift Card,Partnership,381.87,263.49,Completed
ORD_289,CUST_1467,2024-02-18,Limited Collection,LinkedIn,117.31,53.31,Completed
ORD_290,CUST_1145,2025-06-09,Premium Box,Partnership,112.62,45.98,Completed
ORD_291,CUST_400,2024-02-24,Fashion,LinkedIn,614.06,379.53,Completed
ORD_292,CUST_859,2025-01-21,Beauty,Google Search,348.13,223.26,Completed
ORD_293,CUST_844,2024-05-22,Subscription Box,Event Walk-in,61.37,44.15,Cancelled
ORD_294,CUST_397,2024-07-06,Beauty,TikTok,447.31,326.71,Completed
ORD_295,CUST_646,2025-05-23,Beauty,Partnership,257.5,120.98,Completed
ORD_296,CUST_653,2024-11-27,Fashion,Google Search,28.59,18.16,Completed
ORD_297,CUST_1158,2024-07-31,Beauty,LinkedIn,652.58,251.51,Refunded
ORD_298,CUST_1079,2025-01-30,Fashion,Instagram,228.27,128.82,Completed
ORD_299,CUST_1211,2024-02-19,Accessories,LinkedIn,245.13,148.39,Completed
ORD_300,CUST_371,2024-12-31,Beauty,Instagram,239.64,136.0,Completed
ORD_301,CUST_348,2024-05-24,Beauty,Event Walk-in,48.47,28.69,Completed
ORD_302,CUST_144,2025-01-09,Accessories,Google Search,404.67,196.33,Completed
ORD_303,CUST_1065,2024-02-23,Subscription Box,TikTok,281.4,132.13,Completed
ORD_304,CUST_284,2024-12-18,Subscription Box,Google Search,126.29,62.42,Completed
ORD_305,CUST_1023,2025-04-24,Beauty,TikTok,48.14,31.23,Completed
ORD_306,CUST_695,2025-01-13,Fashion,LinkedIn,665.65,273.04,Completed
ORD_307,CUST_687,2024-12-21,Subscription Box,Partnership,51.37,21.15,Completed
ORD_308,CUST_444,2025-03-20,Accessories,Referral,231.78,144.19,Completed
ORD_309,CUST_1427,2024-03-01,Gift Card,Event Walk-in,428.44,182.16,Completed
ORD_310,CUST_1252,2024-03-04,Gift Card,TikTok,284.43,166.44,Completed
ORD_311,CUST_1116,2025-04-14,Beauty,TikTok,302.26,178.6,Completed
ORD_312,CUST_1488,2024-01-12,Gift Card,TikTok,495.82,213.22,Completed
ORD_313,CUST_963,2024-09-21,Gift Card,Partnership,288.82,116.02,Completed
ORD_314,CUST_511,2024-04-27,Subscription Box,Instagram,300.13,215.49,Completed
ORD_315,CUST_591,2024-04-03,Subscription Box,TikTok,94.42,45.27,Completed
ORD_316,CUST_43,2024-04-01,Gift Card,LinkedIn,538.35,254.56,Completed
ORD_317,CUST_1136,2025-01-10,Premium Box,TikTok,141.04,52.37,Completed
ORD_318,CUST_866,2024-02-20,Gift Card,Event Walk-in,186.39,136.36,Cancelled
ORD_319,CUST_227,2024-06-09,Gift Card,TikTok,420.41,298.94,Completed
ORD_320,CUST_528,2024-10-22,Subscription Box,Partnership,173.32,75.71,Completed
ORD_321,CUST_208,2024-02-11,Fashion,LinkedIn,100.41,65.23,Completed
ORD_322,CUST_510,2024-07-06,Beauty,TikTok,228.79,169.42,Completed
ORD_323,CUST_798,2024-09-22,Beauty,Google Search,690.0,366.93,Completed
ORD_324,CUST_1262,2025-04-18,Limited Collection,TikTok,411.84,157.76,Refunded
