order_id,customer_id,order_date,offer_type,channel,revenue,cost,status
ORD_30,CUST_1298,2025-03-20,Partner Offer,TikTok,205.55,140.76,Completed
ORD_31,CUST_945,2024-09-25,Workshop,Event Walk-in,42.45,23.81,Completed
ORD_32,CUST_360,2024-04-05,Workshop,Google Search,454.54,235.11,Completed
ORD_33,CUST_99,2025-04-07,Membership,TikTok,152.18,86.17,Completed
ORD_34,CUST_166,2024-07-25,Workshop,LinkedIn,293.55,200.73,Completed
ORD_35,CUST_282,2024-01-08,Creative Studio,TikTok,29.37,16.0,Completed
ORD_36,CUST_79,2024-08-22,Event Ticket,Partnership,258.66,79.82,Completed
ORD_37,CUST_170,2025-06-21,Partner Offer,LinkedIn,74.1,44.3,Completed
ORD_38,CUST_63,2024-10-10,Workshop,Google Search,123.45,48.4,Completed
ORD_39,CUST_242,2024-03-23,Media Package,Instagram,68.54,47.06,Completed
ORD_40,CUST_71,2025-02-26,Creative Studio,Event Walk-in,383.66,126.77,Completed
ORD_41,CUST_276,2025-05-03,Membership,Google Search,394.71,157.07,Completed
ORD_42,CUST_1137,2025-02-20,Workshop,Partnership,215.91,96.99,Completed
ORD_43,CUST_90,2024-07-27,Membership,Referral,359.62,228.31,Refunded
ORD_44,CUST_633,2025-05-01,Corporate Package,Partnership,206.22,88.33,Completed
ORD_45,CUST_241,2024-06-14,Corporate Package,TikTok,404.5,165.77,Completed
ORD_46,CUST_162,2024-04-15,Workshop,LinkedIn,277.67,136.44,Completed
ORD_47,CUST_1214,2024-12-19,Membership,TikTok,137.6,79.53,Completed
ORD_48,CUST_1100,2024-07-08,Creative Studio,Google Search,447.8,205.21,Completed
ORD_49,CUST_432,2024-09-12,Event Ticket,Referral,79.65,38.99,Refunded
ORD_50,CUST_1297,2024-03-31,Membership,Instagram,333.12,112.49,Completed
ORD_51,CUST_709,2024-03-05,Media Package,Google Search,265.49,181.55,Completed
ORD_52,CUST_745,2024-09-01,Membership,Partnership,25.38,12.5,Completed
ORD_53,CUST_7,2024-03-15,Corporate Package,Instagram,429.79,214.27,Completed
ORD_54,CUST_1001,2025-06-17,Media Package,Event Walk-in,385.82,248.08,Completed
ORD_55,CUST_843,2024-06-07,Workshop,TikTok,108.1,56.94,Completed
ORD_56,CUST_587,2024-01-15,Media Package,Event Walk-in,172.15,110.43,Completed
ORD_57,CUST_444,2024-09-13,Workshop,LinkedIn,147.38,64.89,Completed
ORD_58,CUST_998,2024-01-04,Creative Studio,Instagram,446.09,271.81,Completed
ORD_59,CUST_1227,2024-09-11,Workshop,LinkedIn,230.5,130.01,Completed
ORD_60,CUST_808,2025-05-07,Workshop,Google Search,149.96,51.64,Completed
ORD_61,CUST_143,2025-06-27,Workshop,LinkedIn,301.4,90.73,Completed
ORD_62,CUST_548,2025-03-30,Workshop,Partnership,440.59,207.93,Completed
ORD_63,CUST_1182,2024-12-02,Corporate Package,Partnership,347.29,185.4,Completed
ORD_64,CUST_351,2024-02-29,Partner Offer,Google Search,72.19,25.52,Completed
ORD_65,CUST_1477,2024-06-07,Partner Offer,LinkedIn,496.16,280.8,Completed
ORD_66,CUST_853,2025-04-03,Corporate Package,Instagram,364.02,189.14,Cancelled
ORD_67,CUST_234,2024-04-08,Creative Studio,Referral,229.44,159.99,Completed
ORD_68,CUST_1028,2024-12-22,Membership,Instagram,338.78,135.56,Completed
ORD_69,CUST_249,2024-09-07,Partner Offer,Event Walk-in,159.34,103.8,Completed
ORD_70,CUST_897,2025-06-12,Corporate Package,Google Search,184.98,116.45,Completed
ORD_71,CUST_499,2024-06-27,Event Ticket,TikTok,202.42,88.88,Completed
ORD_72,CUST_34,2024-11-03,Partner Offer,Event Walk-in,93.76,63.3,Completed
ORD_73,CUST_236,2024-04-11,Partner Offer,Referral,61.81,19.19,Completed
ORD_74,CUST_34,2024-12-14,Media Package,Event Walk-in,471.3,216.61,Completed
ORD_75,CUST_242,2024-06-12,Membership,Instagram,28.9,10.34,Cancelled
ORD_76,CUST_5,2025-02-02,Media Package,Partnership,270.71,138.08,Completed
ORD_77,CUST_327,2024-03-07,Corporate Package,TikTok,325.51,141.03,Completed
ORD_78,CUST_403,2025-01-29,Media Package,Google Search,295.6,156.05,Completed
ORD_79,CUST_405,2024-03-27,Creative Studio,LinkedIn,494.14,344.84,Completed
ORD_80,CUST_364,2024-03-20,Partner Offer,Partnership,286.29,89.96,Completed
ORD_81,CUST_159,2024-01-01,Creative Studio,Referral,217.4,86.49,Completed
ORD_82,CUST_1143,2024-04-17,Partner Offer,LinkedIn,490.56,162.49,Completed
ORD_83,CUST_1475,2024-07-25,Partner Offer,Google Search,69.48,31.7,Completed
ORD_84,CUST_119,2024-10-18,Workshop,LinkedIn,277.68,113.58,Completed
ORD_85,CUST_1271,2025-05-30,Creative Studio,Instagram,226.94,138.61,Completed
ORD_86,CUST_911,2024-08-07,Partner Offer,TikTok,187.0,56.87,Completed
ORD_87,CUST_584,2025-03-11,Corporate Package,Google Search,340.16,142.06,Completed
ORD_88,CUST_1383,2024-08-14,Partner Offer,LinkedIn,230.15,144.54,Completed
ORD_89,CUST_1406,2025-04-07,Media Package,Partnership,80.6,38.98,Cancelled
ORD_90,CUST_1196,2024-01-26,Corporate Package,Partnership,251.59,134.22,Completed
ORD_91,CUST_1217,2024-07-11,Workshop,Referral,74.18,24.26,Refunded
ORD_92,CUST_482,2024-12-05,Corporate Package,Event Walk-in,144.59,94.44,Completed
ORD_93,CUST_149,2024-09-02,Media Package,Referral,308.17,137.18,Completed
ORD_94,CUST_748,2024-02-20,Media Package,LinkedIn,220.65,112.54,Completed
ORD_95,CUST_1483,2025-04-30,Creative Studio,Partnership,446.6,300.75,Completed
ORD_96,CUST_40,2025-02-26,Workshop,Referral,97.34,40.62,Completed
ORD_97,CUST_310,2024-08-12,Media Package,Google Search,486.67,309.48,Completed
ORD_98,CUST_1049,2024-09-06,Corporate Package,Event Walk-in,127.92,72.43,Completed
ORD_99,CUST_1151,2025-01-15,Media Package,LinkedIn,330.07,200.16,Completed
ORD_100,CUST_274,2025-06-03,Creative Studio,Google Search,62.94,33.6,Completed
ORD_101,CUST_1199,2024-12-16,Media Package,Referral,494.16,212.73,Completed
ORD_102,CUST_370,2025-05-22,Workshop,Partnership,480.59,286.48,Completed
ORD_103,CUST_719,2024-05-21,Corporate Package,Google Search,297.04,118.01,Completed
ORD_104,CUST_794,2024-12-13,Workshop,Instagram,427.09,189.12,Completed
ORD_105,CUST_1050,2024-03-16,Workshop,Partnership,323.6,105.07,Cancelled
ORD_106,CUST_1020,2025-06-09,Corporate Package,Event Walk-in,183.84,107.27,Completed
ORD_107,CUST_137,2024-10-25,Creative Studio,LinkedIn,386.53,201.13,Completed
ORD_108,CUST_46,2024-06-19,Membership,LinkedIn,55.43,36.58,Completed
ORD_109,CUST_286,2025-01-21,Event Ticket,Partnership,468.04,284.64,Completed
ORD_110,CUST_1489,2024-10-02,Creative Studio,Google Search,424.65,194.56,Completed
ORD_111,CUST_141,2024-07-05,Creative Studio,LinkedIn,460.45,240.78,Completed
ORD_112,CUST_1393,2025-02-03,Media Package,TikTok,116.5,43.5,Completed
ORD_113,CUST_346,2024-06-08,Event Ticket,Referral,40.83,17.25,Cancelled
ORD_114,CUST_1076,2025-06-13,Membership,LinkedIn,117.1,37.02,Completed
ORD_115,CUST_26,2024-03-14,Media Package,Event Walk-in,197.66,76.57,Completed
ORD_116,CUST_1001,2024-01-04,Membership,Event Walk-in,252.66,86.8,Completed
ORD_117,CUST_6,2025-02-24,Membership,LinkedIn,79.47,27.16,Completed
ORD_118,CUST_169,2024-10-25,Event Ticket,Partnership,138.08,60.33,Completed
ORD_119,CUST_1139,2025-06-04,Partner Offer,Event Walk-in,401.95,172.65,Completed
ORD_120,CUST_368,2024-02-01,Creative Studio,TikTok,245.09,94.4,Completed
ORD_121,CUST_508,2024-09-18,Event Ticket,LinkedIn,67.04,45.34,Completed
ORD_122,CUST_316,2025-03-23,Workshop,LinkedIn,221.69,94.09,Refunded
ORD_123,CUST_1197,2024-01-10,Workshop,Instagram,304.16,120.04,Completed
ORD_124,CUST_1350,2024-11-22,Creative Studio,TikTok,23.77,9.67,Refunded
ORD_125,CUST_535,2024-01-16,Workshop,Event Walk-in,464.38,280.56,Completed
ORD_126,CUST_690,2024-04-14,Workshop,Partnership,80.46,50.05,Completed
ORD_127,CUST_551,2025-04-18,Event Ticket,Referral,139.04,86.35,Refunded
ORD_128,CUST_1336,2025-05-29,Membership,Instagram,377.87,176.51,Completed
ORD_129,CUST_1492,2024-07-30,Corporate Package,Instagram,240.05,119.23,Completed
ORD_130,CUST_169,2024-05-10,Workshop,Partnership,168.53,102.23,Completed
ORD_131,CUST_415,2024-06-19,Corporate Package,TikTok,434.2,179.76,Completed
ORD_132,CUST_37,2025-01-10,Workshop,Referral,236.36,151.97,Completed
ORD_133,CUST_418,2025-01-02,Event Ticket,Google Search,119.32,43.83,Completed
ORD_134,CUST_538,2025-02-17,Creative Studio,Partnership,94.11,52.91,Completed
ORD_135,CUST_648,2025-01-08,Creative Studio,Instagram,320.83,162.22,Completed
ORD_136,CUST_1053,2025-06-17,Media Package,Partnership,185.07,75.19,Completed
ORD_137,CUST_128,2024-06-01,Workshop,Partnership,485.03,329.93,Completed
ORD_138,CUST_623,2024-01-12,Corporate Package,TikTok,255.84,96.21,Refunded
ORD_139,CUST_1164,2025-05-22,Corporate Package,TikTok,484.85,250.49,Completed
ORD_140,CUST_1046,2024-01-04,Partner Offer,TikTok,207.35,83.92,Completed
ORD_141,CUST_894,2024-03-01,Partner Offer,Event Walk-in,193.21,65.87,Refunded
ORD_142,CUST_226,2024-11-18,Media Package,Google Search,455.39,256.65,Completed
ORD_143,CUST_73,2024-10-17,Event Ticket,Partnership,282.28,98.32,Completed
ORD_144,CUST_481,2025-02-18,Event Ticket,Google Search,436.75,208.32,Completed
ORD_145,CUST_798,2025-03-17,Media Package,Instagram,152.73,59.25,Completed
ORD_146,CUST_1374,2025-02-21,Partner Offer,Event Walk-in,462.04,212.68,Completed
ORD_147,CUST_1255,2024-03-09,Corporate Package,TikTok,261.69,104.11,Completed
ORD_148,CUST_386,2024-03-22,Media Package,Partnership,428.69,264.8,Completed
ORD_149,CUST_833,2024-01-22,Partner Offer,TikTok,56.8,36.74,Completed
ORD_150,CUST_179,2024-10-27,Creative Studio,Instagram,75.2,36.51,Completed
ORD_151,CUST_209,2025-01-20,Workshop,Google Search,269.24,120.66,Completed
ORD_152,CUST_256,2024-04-03,Workshop,TikTok,406.67,187.82,Completed
ORD_153,CUST_565,2024-08-06,Membership,LinkedIn,85.6,57.43,Completed
ORD_154,CUST_602,2025-01-31,Partner Offer,Partnership,403.93,245.55,Completed
ORD_155,CUST_785,2025-04-07,Creative Studio,TikTok,484.45,156.74,Completed
ORD_156,CUST_707,2025-01-05,Creative Studio,TikTok,336.85,212.47,Completed
ORD_157,CUST_395,2024-01-18,Media Package,TikTok,440.62,135.89,Completed
ORD_158,CUST_1126,2024-10-01,Partner Offer,Instagram,215.19,140.94,Cancelled
ORD_159,CUST_618,2025-03-03,Event Ticket,LinkedIn,410.68,235.62,Completed
ORD_160,CUST_644,2024-08-29,Partner Offer,Google Search,135.47,82.0,Completed
ORD_161,CUST_626,2024-06-10,Partner Offer,TikTok,79.35,49.34,Completed
ORD_162,CUST_947,2025-03-21,Workshop,Partnership,251.31,132.62,Completed
ORD_163,CUST_1217,2024-02-21,Workshop,Referral,416.49,264.5,Completed
ORD_164,CUST_59,2024-04-28,Workshop,LinkedIn,352.01,172.53,Completed
ORD_165,CUST_625,2024-11-23,Workshop,Referral,164.45,59.22,Completed
ORD_166,CUST_105,2024-10-22,Event Ticket,Event Walk-in,348.27,221.86,Completed
ORD_167,CUST_1458,2024-01-21,Membership,Partnership,202.62,73.93,Completed
ORD_168,CUST_440,2024-08-16,Creative Studio,Partnership,449.13,172.42,Completed
ORD_169,CUST_1024,2024-09-23,Creative Studio,Instagram,148.2,65.18,Completed
ORD_170,CUST_968,2025-02-03,Event Ticket,Partnership,482.9,291.73,Refunded
ORD_171,CUST_322,2024-09-03,Partner Offer,TikTok,495.54,221.71,Completed
ORD_172,CUST_185,2024-02-27,Partner Offer,Partnership,91.77,38.46,Completed
ORD_173,CUST_652,2024-08-01,Event Ticket,Partnership,300.65,195.26,Completed
ORD_174,CUST_815,2024-10-25,Creative Studio,TikTok,51.71,25.15,Completed
ORD_175,CUST_214,2024-03-12,Corporate Package,Referral,206.28,82.51,Completed
ORD_176,CUST_372,2024-07-21,Creative Studio,Referral,139.01,84.86,Cancelled
ORD_177,CUST_128,2024-11-27,Creative Studio,Partnership,152.32,78.03,Completed
ORD_178,CUST_1338,2024-02-01,Event Ticket,Google Search,115.04,68.83,Completed
ORD_179,CUST_950,2024-12-16,Media Package,Google Search,157.68,107.56,Completed
ORD_180,CUST_1282,2025-05-11,Membership,Partnership,38.95,26.26,Refunded
ORD_181,CUST_1293,2024-02-28,Media Package,LinkedIn,136.12,48.74,Completed
ORD_182,CUST_312,2025-03-05,Creative Studio,Partnership,51.63,31.3,Completed
ORD_183,CUST_833,2025-06-23,Membership,TikTok,77.18,32.09,Completed
ORD_184,CUST_24,2024-03-16,Corporate Package,Event Walk-in,323.78,101.48,Completed
ORD_185,CUST_1456,2024-04-21,Partner Offer,LinkedIn,442.38,177.18,Completed
ORD_186,CUST_1018,2024-04-11,Membership,Instagram,461.04,168.71,Completed
ORD_187,CUST_867,2025-04-11,Media Package,Referral,268.86,111.38,Cancelled
ORD_188,CUST_160,2025-05-13,Workshop,Google Search,106.45,48.17,Completed
ORD_189,CUST_731,2024-07-25,Corporate Package,Instagram,270.88,176.78,Completed
ORD_190,CUST_139,2024-05-15,Creative Studio,Event Walk-in,150.46,75.37,Refunded
ORD_191,CUST_1351,2025-01-27,Media Package,Referral,166.17,69.8,Completed
ORD_192,CUST_847,2024-03-22,Workshop,TikTok,487.22,219.9,Completed
ORD_193,CUST_72,2024-11-17,Creative Studio,Google Search,155.15,78.59,Completed
ORD_194,CUST_885,2024-05-01,Partner Offer,Google Search,341.6,115.63,Completed
ORD_195,CUST_995,2024-11-09,Creative Studio,Google Search,144.95,89.14,Completed
ORD_196,CUST_781,2024-01-25,Membership,Partnership,486.94,324.35,Completed
ORD_197,CUST_1409,2024-10-11,Creative Studio,Instagram,436.95,220.61,Completed
ORD_198,CUST_319,2025-06-25,Membership,Partnership,123.72,86.22,Completed
ORD_199,CUST_344,2025-04-02,Media Package,Google Search,180.79,56.53,Completed
ORD_200,CUST_89,2024-05-03,Membership,Event Walk-in,128.24,50.11,Completed
ORD_201,CUST_1286,2025-01-31,Media Package,Event Walk-in,392.91,220.88,Completed
ORD_202,CUST_942,2025-06-17,Media Package,Referral,189.36,123.78,Completed
ORD_203,CUST_1302,2025-02-04,Workshop,Partnership,74.02,32.88,Refunded
ORD_204,CUST_135,2025-06-15,Partner Offer,LinkedIn,157.25,92.46,Completed
ORD_205,CUST_1049,2025-03-10,Membership,Event Walk-in,469.45,240.88,Completed
ORD_206,CUST_782,2024-03-21,Creative Studio,LinkedIn,316.96,127.89,Completed
ORD_207,CUST_835,2024-09-02,Creative Studio,Partnership,28.05,16.86,Completed
ORD_208,CUST_406,2024-10-19,Workshop,Referral,468.71,250.49,Completed
ORD_209,CUST_1156,2024-10-15,Partner Offer,Partnership,428.19,275.27,Completed
ORD_210,CUST_1032,2025-04-22,Creative Studio,Google Search,460.41,194.23,Completed
ORD_211,CUST_976,2024-02-24,Media Package,Partnership,93.96,37.32,Completed
ORD_212,CUST_913,2024-11-03,Creative Studio,TikTok,53.5,30.43,Completed
ORD_213,CUST_130,2024-06-03,Media Package,Instagram,69.52,32.27,Completed
ORD_214,CUST_1497,2024-03-06,Event Ticket,Event Walk-in,118.22,40.28,Completed
ORD_215,CUST_168,2024-09-15,Media Package,TikTok,49.82,21.65,Completed
ORD_216,CUST_1288,2024-06-16,Workshop,Google Search,487.44,305.23,Completed
ORD_217,CUST_1341,2024-02-26,Media Package,Event Walk-in,288.51,132.1,Completed
ORD_218,CUST_336,2024-04-02,Partner Offer,Partnership,86.74,47.25,Completed
ORD_219,CUST_787,2024-05-06,Creative Studio,Google Search,448.3,170.18,Completed
ORD_220,CUST_1332,2024-01-08,Membership,Referral,373.82,210.18,Completed
ORD_221,CUST_527,2024-06-21,Workshop,Google Search,316.17,199.51,Refunded
ORD_222,CUST_817,2024-02-01,Membership,TikTok,97.37,45.31,Completed
ORD_223,CUST_732,2025-06-19,Workshop,LinkedIn,403.93,214.78,Completed
ORD_224,CUST_760,2024-04-27,Corporate Package,Partnership,432.39,298.26,Refunded
ORD_225,CUST_777,2025-01-16,Workshop,Google Search,351.71,145.46,Completed
ORD_226,CUST_116,2025-04-15,Event Ticket,Instagram,168.03,54.63,Refunded
ORD_227,CUST_1167,2025-04-25,Creative Studio,LinkedIn,168.21,68.6,Completed
ORD_228,CUST_442,2024-07-14,Workshop,Referral,58.95,20.49,Completed
ORD_229,CUST_352,2024-08-08,Partner Offer,Instagram,82.81,53.44,Completed
ORD_230,CUST_103,2024-06-26,Creative Studio,Google Search,64.5,31.59,Completed
ORD_231,CUST_1096,2025-04-07,Partner Offer,TikTok,127.4,88.82,Completed
ORD_232,CUST_706,2025-05-04,Corporate Package,LinkedIn,353.97,169.05,Completed
ORD_233,CUST_842,2025-02-07,Partner Offer,Instagram,427.48,262.03,Completed
ORD_234,CUST_599,2025-05-05,Partner Offer,LinkedIn,411.64,169.61,Completed
ORD_235,CUST_1263,2025-06-15,Media Package,LinkedIn,69.13,40.69,Completed
ORD_236,CUST_682,2025-02-20,Corporate Package,TikTok,241.0,104.2,Completed
ORD_237,CUST_17,2025-06-24,Media Package,Instagram,79.31,34.7,Completed
ORD_238,CUST_1064,2024-08-26,Partner Offer,Instagram,177.98,58.79,Completed
ORD_239,CUST_578,2025-02-05,Membership,Referral,330.09,197.63,Completed
ORD_240,CUST_122,2024-05-02,Membership,TikTok,163.52,74.46,Completed
ORD_241,CUST_611,2024-07-21,Membership,Google Search,51.14,26.2,Completed
ORD_242,CUST_1460,2025-02-23,Membership,Google Search,265.45,180.23,Completed
ORD_243,CUST_957,2025-06-12,Media Package,LinkedIn,138.64,86.8,Completed
ORD_244,CUST_890,2024-09-15,Media Package,Partnership,159.96,56.33,Completed
ORD_245,CUST_1369,2024-10-10,Workshop,Event Walk-in,354.73,157.7,Completed
ORD_246,CUST_1236,2024-02-01,Partner Offer,LinkedIn,138.98,76.88,Completed
ORD_247,CUST_258,2025-02-07,Creative Studio,Referral,376.87,122.27,Completed
ORD_248,CUST_609,2024-09-11,Partner Offer,Event Walk-in,349.5,154.01,Completed
ORD_249,CUST_168,2024-12-10,Creative Studio,TikTok,294.89,134.72,Completed
ORD_250,CUST_121,2024-04-21,Corporate Package,LinkedIn,296.7,207.3,Completed
ORD_251,CUST_82,2024-06-23,Event Ticket,Google Search,374.26,128.1,Refunded
ORD_252,CUST_257,2024-02-02,Partner Offer,Instagram,316.07,180.16,Completed
ORD_253,CUST_915,2024-06-29,Partner Offer,Referral,422.35,252.97,Completed
ORD_254,CUST_1378,2024-09-12,Creative Studio,TikTok,248.8,81.96,Refunded
ORD_255,CUST_70,2024-06-16,Workshop,Referral,30.87,19.38,Completed
ORD_256,CUST_533,2024-01-25,Partner Offer,Referral,377.21,236.49,Completed
ORD_257,CUST_264,2024-06-15,Partner Offer,Instagram,228.26,152.07,Completed
ORD_258,CUST_576,2024-09-09,Partner Offer,Instagram,77.14,36.11,Completed
ORD_259,CUST_1065,2024-01-27,Creative Studio,Google Search,349.63,225.96,Completed
ORD_260,CUST_1334,2025-02-12,Workshop,Google Search,413.48,154.91,Completed
ORD_261,CUST_634,2025-03-04,Workshop,Referral,71.1,48.73,Completed
ORD_262,CUST_32,2024-03-22,Workshop,TikTok,182.71,126.82,Completed
ORD_263,CUST_1125,2024-08-11,Membership,LinkedIn,285.13,167.85,Completed
ORD_264,CUST_730,2024-11-19,Membership,TikTok,462.2,290.97,Completed
ORD_265,CUST_955,2024-01-15,Creative Studio,Partnership,267.32,114.56,Refunded
ORD_266,CUST_387,2024-05-05,Creative Studio,Event Walk-in,485.27,240.22,Completed
ORD_267,CUST_483,2024-11-30,Workshop,Referral,466.83,182.39,Completed
ORD_268,CUST_913,2024-05-28,Media Package,TikTok,309.87,201.47,Completed
ORD_269,CUST_746,2025-03-03,Partner Offer,TikTok,119.75,37.89,Completed
ORD_270,CUST_162,2024-06-27,Media Package,LinkedIn,321.93,115.35,Completed
ORD_271,CUST_89,2024-07-21,Partner Offer,Event Walk-in,280.33,107.55,Completed
ORD_272,CUST_91,2024-09-01,Partner Offer,Event Walk-in,143.0,97.41,Completed
ORD_273,CUST_1201,2024-11-14,Membership,TikTok,494.16,172.48,Completed
ORD_274,CUST_1027,2024-10-01,Creative Studio,Instagram,92.42,61.54,Completed
ORD_275,CUST_1299,2025-04-03,Media Package,Instagram,209.6,113.94,Cancelled
ORD_276,CUST_1424,2024-03-26,Media Package,Referral,364.76,229.77,Refunded
ORD_277,CUST_892,2024-06-28,Workshop,Partnership,226.19,80.51,Completed
ORD_278,CUST_1232,2025-01-07,Event Ticket,TikTok,136.33,50.29,Completed
ORD_279,CUST_164,2024-10-15,Event Ticket,Instagram,315.29,135.51,Completed
ORD_280,CUST_462,2024-03-20,Workshop,Event Walk-in,52.3,26.28,Completed
ORD_281,CUST_636,2025-05-13,Membership,Partnership,220.53,140.68,Completed
ORD_282,CUST_931,2025-02-21,Creative Studio,TikTok,357.83,170.08,Completed
ORD_283,CUST_633,2024-08-05,Creative Studio,Partnership,213.69,104.52,Completed
ORD_284,CUST_1017,2025-03-14,Creative Studio,LinkedIn,304.41,201.94,Completed
ORD_285,CUST_888,2025-01-05,Creative Studio,Google Search,443.91,172.83,Completed
ORD_286,CUST_245,2024-03-06,Membership,Referral,164.99,78.53,Completed
ORD_287,CUST_965,2024-03-04,Membership,Google Search,38.22,21.33,Completed
ORD_288,CUST_450,2024-10-14,Corporate Package,Referral,277.08,177.33,Cancelled
ORD_289,CUST_1467,2025-04-10,Corporate Package,Event Walk-in,91.69,37.08,Completed
ORD_290,CUST_1145,2024-09-23,Creative Studio,Google Search,88.41,31.67,Completed
ORD_291,CUST_400,2024-03-18,Partner Offer,Event Walk-in,439.78,249.82,Completed
ORD_292,CUST_859,2025-06-09,Workshop,Google Search,253.44,149.86,Completed
ORD_293,CUST_844,2025-06-06,Workshop,Google Search,52.49,35.14,Completed
ORD_294,CUST_397,2024-11-03,Corporate Package,LinkedIn,322.94,219.72,Completed
ORD_295,CUST_646,2024-12-07,Membership,TikTok,189.93,79.73,Completed
ORD_296,CUST_653,2024-09-25,Partner Offer,Event Walk-in,29.52,17.28,Completed
ORD_297,CUST_1158,2025-03-16,Membership,TikTok,466.77,156.56,Completed
ORD_298,CUST_1079,2025-06-29,Corporate Package,Referral,169.45,87.15,Refunded
ORD_299,CUST_1211,2024-01-03,Media Package,TikTok,181.26,100.66,Completed
ORD_300,CUST_371,2025-06-07,Event Ticket,Event Walk-in,177.41,91.81,Completed
ORD_301,CUST_348,2024-09-11,Partner Offer,LinkedIn,43.46,23.55,Cancelled
ORD_302,CUST_144,2025-06-02,Creative Studio,Event Walk-in,293.06,127.53,Cancelled
ORD_303,CUST_1065,2025-04-10,Partner Offer,Google Search,206.68,86.71,Completed
ORD_304,CUST_284,2024-03-15,Membership,Google Search,97.98,43.53,Completed
ORD_305,CUST_1023,2024-09-20,Partner Offer,LinkedIn,43.23,25.88,Completed
ORD_306,CUST_695,2024-10-06,Workshop,Referral,475.93,171.42,Completed
ORD_307,CUST_687,2024-11-20,Event Ticket,Event Walk-in,45.48,16.45,Completed
ORD_308,CUST_444,2024-05-21,Corporate Package,LinkedIn,171.91,98.35,Completed
ORD_309,CUST_1427,2024-12-20,Corporate Package,Partnership,309.71,116.19,Refunded
ORD_310,CUST_1252,2024-10-02,Media Package,Google Search,208.8,111.75,Completed
ORD_311,CUST_1116,2024-03-20,Membership,Event Walk-in,221.29,119.69,Completed
ORD_312,CUST_1488,2024-01-24,Corporate Package,Referral,356.92,135.64,Completed
ORD_313,CUST_963,2025-03-17,Event Ticket,TikTok,211.87,74.52,Completed
ORD_314,CUST_511,2024-12-23,Partner Offer,TikTok,219.8,146.82,Completed
ORD_315,CUST_591,2024-08-11,Corporate Package,Event Walk-in,75.65,32.49,Completed
ORD_316,CUST_43,2024-12-02,Membership,Google Search,386.72,163.53,Completed
ORD_317,CUST_1136,2024-08-25,Event Ticket,TikTok,108.32,34.81,Completed
ORD_318,CUST_866,2024-10-06,Media Package,Instagram,140.1,95.49,Completed
ORD_319,CUST_227,2024-09-13,Creative Studio,Referral,304.08,201.02,Refunded
ORD_320,CUST_528,2024-05-10,Workshop,TikTok,130.94,50.65,Completed
ORD_321,CUST_208,2024-11-24,Creative Studio,TikTok,79.85,47.88,Completed
ORD_322,CUST_510,2024-03-03,Workshop,LinkedIn,169.81,117.25,Cancelled
ORD_323,CUST_798,2024-08-03,Event Ticket,Instagram,493.0,237.52,Completed
ORD_324,CUST_1262,2024-02-18,Media Package,Event Walk-in,298.08,99.28,Completed
